"An error occurred while creating the image.","Er is een fout opgetreden bij het aanmaken van de afbeelding."
"The image does not exist or is invalid.","Afbeelding bestaat niet of is ongeldig"
"This content requires last version of Adobe Flash Player. <a href="%s">Get Flash</a>","This content requires last version of Adobe Flash Player. <a href="%s">Get Flash</a>"
