"name","sku","memory_capacity","memory_speed","dram_module_brand"
"Infineon DDR2 Server 1GB PC2-3200E 400MHZ  DRAM Memory Module ECC","osst-20111103042311","1GB","","Blank"
"Infineon DDR2 Server 1GB PC2-4200E 533MHZ  DRAM Memory Module ECC","osst-20111103042619","1GB","","Blank"
"Infineon DDR2 Server 1GB PC2-5300E 667MHZ  DRAM Memory Module ECC","osst-20111103042748","1GB","","Blank"
"Hynix DDR2 Server 1GB PC2-5300E 667MHZ  DRAM Memory Module ECC","osst-20111103043002","1GB","","Blank"
"Hynix DDR2 Server 1GB PC2-4200E 533MHZ  DRAM Memory Module ECC","osst-20111103062435","1GB","","Blank"
"Hynix DDR2 Server 1GB PC2-3200E 400MHZ  DRAM Memory Module ECC","osst-20111103062624","1GB","","Blank"
"Hynix DDR2 Server 1GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20111103072412","1GB","","Blank"
"Hynix DDR2 Server 1GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111103074809","1GB","","Blank"
"Hynix DDR2 Server 1GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111103075004","1GB","","Blank"
"Hynix DDR2 Server 1GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111103082414","1GB","","Blank"
"Hynix DDR2 Server 1GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111103082711","1GB","","Blank"
"ELPIDA DDR2 Server 1GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111103082857","1GB","","Blank"
"ELPIDA DDR2 Server 1GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111103083241","1GB","","Blank"
"ELPIDA DDR2 Server 1GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111103083427","1GB","","Blank"
"ELPIDA DDR2 Server 1GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111103083725","1GB","","Blank"
"ELPIDA DDR2 Server 1GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20111103083858","1GB","","Blank"
"ELPIDA DDR2 Server 1GB PC2-3200E 400MHZ  DRAM Memory Module ECC","osst-20111103084106","1GB","","Blank"
"ELPIDA DDR2 Server 1GB PC2-4200E 533MHZ  DRAM Memory Module ECC","osst-20111103084413","1GB","","Blank"
"ELPIDA DDR2 Server 1GB PC2-5300E 667MHZ  DRAM Memory Module ECC","osst-20111103084606","1GB","","Blank"
"ELPIDA DDR2 Server 2GB PC2-3200E 400MHZ  DRAM Memory Module ECC","osst-20111103085706","2GB","","Blank"
"ELPIDA DDR2 Server 2GB PC2-4200E 533MHZ  DRAM Memory Module ECC","osst-20111103090621","2GB","","Blank"
"ELPIDA DDR2 Server 2GB PC2-5300E 667MHZ  DRAM Memory Module ECC","osst-20111103090756","2GB","","Blank"
"ELPIDA DDR2 Server 2GB PC2-6400E 800MHZ  DRAM Memory Module ECC","osst-20111103091202","2GB","","Blank"
"ELPIDA DDR2 Server 2GB PC2-6400R 800MHZ  DRAM Memory Module ECC REG","osst-20111103091341","2GB","","Blank"
"ELPIDA DDR2 Server 2GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111103091621","2GB","","Blank"
"ELPIDA DDR2 Server 2GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111103091818","2GB","","Blank"
"ELPIDA DDR2 Server 2GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20111103092024","2GB","","Blank"
"ELPIDA DDR2 Server 2GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111103092243","2GB","","Blank"
"ELPIDA DDR2 Server 2GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111104031138","2GB","","Blank"
"ELPIDA DDR2 Server 2GB PC2-6400F 800MHZ  DRAM Memory Module FB Dimm FBD","osst-20111104031350","2GB","","Blank"
"Hynix DDR2 Server 2GB PC2-6400F 800MHZ  DRAM Memory Module FB Dimm FBD","osst-20111104031807","2GB","","Blank"
"Hynix DDR2 Server 2GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111104032242","2GB","","Blank"
"Hynix DDR2 Server 2GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111104032409","2GB","","Blank"
"Hynix DDR2 Server 2GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20111104032546","2GB","","Blank"
"Hynix DDR2 Server 2GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111104033228","2GB","","Blank"
"Hynix DDR2 Server 2GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111104033430","2GB","","Blank"
"Hynix DDR2 Server 2GB PC2-6400R 800MHZ  DRAM Memory Module ECC REG","osst-20111104033707","2GB","","Blank"
"Hynix DDR2 Server 2GB PC2-6400E 800MHZ  DRAM Memory Module ECC","osst-20111104033941","2GB","","Blank"
"Hynix DDR2 Server 2GB PC2-5300E 667MHZ  DRAM Memory Module ECC","osst-20111104034214","2GB","","Blank"
"Hynix DDR2 Server 2GB PC2-4200E 533MHZ  DRAM Memory Module ECC","osst-20111104034542","2GB","","Blank"
"Hynix DDR2 Server 2GB PC2-3200E 400MHZ  DRAM Memory Module ECC","osst-20111104034742","2GB","","Blank"
"Infineon DDR2 Server 2GB PC2-3200E 400MHZ  DRAM Memory Module ECC","osst-20111104035005","2GB","","Blank"
"Infineon DDR2 Server 2GB PC2-4200E 533MHZ  DRAM Memory Module ECC","osst-20111104035551","2GB","","Blank"
"Infineon DDR2 Server 2GB PC2-5300E 667MHZ  DRAM Memory Module ECC","osst-20111104035945","2GB","","Blank"
"Infineon DDR2 Server 2GB PC2-6400E 800MHZ  DRAM Memory Module ECC","osst-20111104040407","2GB","","Blank"
"Infineon DDR2 Server 2GB PC2-6400R 800MHZ  DRAM Memory Module ECC REG","osst-20111104043040","2GB","","Blank"
"Infineon DDR2 Server 2GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111104043330","2GB","","Blank"
"Infineon DDR2 Server 2GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111104055106","2GB","","Blank"
"Infineon DDR2 Server 2GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111105014227","2GB","","Blank"
"Infineon DDR2 Server 2GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20111105020016","2GB","","Blank"
"Infineon DDR2 Server 2GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111105020206","2GB","","Blank"
"Infineon DDR2 Server 2GB PC2-6400F 800MHZ  DRAM Memory Module FB Dimm FBD","osst-20111105020416","2GB","","Blank"
"Micron DDR2 Server 2GB PC2-6400F 800MHZ  DRAM Memory Module FB Dimm FBD","osst-20111105020642","2GB","","Blank"
"Micron DDR2 Server 2GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111105021422","2GB","","Blank"
"Micron DDR2 Server 2GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111105021703","2GB","","Blank"
"Micron DDR2 Server 2GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20111105021859","2GB","","Blank"
"Micron DDR2 Server 2GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111105030643","2GB","","Blank"
"Micron DDR2 Server 2GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111105030838","2GB","","Blank"
"Micron DDR2 Server 2GB PC2-6400R 800MHZ  DRAM Memory Module ECC REG","osst-20111105031307","2GB","","Blank"
"Micron DDR2 Server 2GB PC2-6400R 800MHZ  DRAM Memory Module ECC ","osst-20111105031537","2GB","","Blank"
"Micron DDR2 Server 2GB PC2-5300E 667MHZ  DRAM Memory Module ECC ","osst-20111105031949","2GB","","Blank"
"Micron DDR2 Server 2GB PC2-4200E 533MHZ  DRAM Memory Module ECC ","osst-20111105032118","2GB","","Blank"
"Micron DDR2 Server 2GB PC2-3200E 400MHZ  DRAM Memory Module ECC ","osst-20111105032334","2GB","","Blank"
"Nanya DDR2 Server 2GB PC2-3200E 400MHZ  DRAM Memory Module ECC ","osst-20111105032508","2GB","","Nanya"
"Nanya DDR2 Server 2GB PC2-4200E 533MHZ  DRAM Memory Module ECC ","osst-20111105033033","2GB","","Nanya"
"Nanya DDR2 Server 2GB PC2-5300E 667MHZ  DRAM Memory Module ECC ","osst-20111105033238","2GB","","Nanya"
"Nanya DDR2 Server 2GB PC2-6400E 800MHZ  DRAM Memory Module ECC ","osst-20111105033507","2GB","","Nanya"
"Nanya DDR2 Server 2GB PC2-6400R 800MHZ  DRAM Memory Module ECC REG ","osst-20111105034218","2GB","","Nanya"
"Nanya DDR2 Server 2GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG ","osst-20111105035233","2GB","","Nanya"
"Nanya DDR2 Server 2GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG ","osst-20111105035431","2GB","","Nanya"
"Nanya DDR2 Server 2GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG ","osst-20111105035558","2GB","","Nanya"
"Nanya DDR2 Server 2GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111105035739","2GB","","Nanya"
"Nanya DDR2 Server 2GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111105040801","2GB","","Nanya"
"Nanya DDR2 Server 2GB PC2-6400F 800MHZ  DRAM Memory Module FB Dimm FBD","osst-20111105041150","2GB","","Nanya"
"Qimonda DDR2 Server 2GB PC2-6400F 800MHZ  DRAM Memory Module FB Dimm FBD","osst-20111105041330","2GB","","Blank"
"Qimonda DDR2 Server 2GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111105042015","2GB","","Blank"
"Qimonda DDR2 Server 2GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111105042131","2GB","","Blank"
"Qimonda DDR2 Server 2GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20111105042831","2GB","","Blank"
"Qimonda DDR2 Server 2GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111105043151","2GB","","Blank"
"Qimonda DDR2 Server 2GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111105043320","2GB","","Blank"
"Qimonda DDR2 Server 2GB PC2-6400R 800MHZ  DRAM Memory Module ECC REG","osst-20111105043505","2GB","","Blank"
"Qimonda DDR2 Server 2GB PC2-6400E 800MHZ  DRAM Memory Module ECC","osst-20111105043635","2GB","","Blank"
"Qimonda DDR2 Server 2GB PC2-5300E 667MHZ  DRAM Memory Module ECC","osst-20111105085505","2GB","","Blank"
"Qimonda DDR2 Server 2GB PC2-4200E 533MHZ  DRAM Memory Module ECC","osst-20111105085652","2GB","","Blank"
"Qimonda DDR2 Server 2GB PC2-3200E 400MHZ  DRAM Memory Module ECC","osst-20111105085834","2GB","","Blank"
"Qimonda DDR2 Server 4GB PC2-6400F 800MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107014250","4GB","","Blank"
"Qimonda DDR2 Server 4GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107014741","4GB","","Blank"
"Qimonda DDR2 Server 4GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107014924","4GB","","Blank"
"Qimonda DDR2 Server 4GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20111107015157","4GB","","Blank"
"Qimonda DDR2 Server 4GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111107015510","4GB","","Blank"
"Qimonda DDR2 Server 4GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111107015642","4GB","","Blank"
"Qimonda DDR2 Server 4GB PC2-6400R 800MHZ  DRAM Memory Module ECC REG","osst-20111107015809","4GB","","Blank"
"Nanya DDR2 Server 4GB PC2-6400R 800MHZ  DRAM Memory Module ECC REG","osst-20111107015954","4GB","","Nanya"
"Nanya DDR2 Server 4GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111107020236","4GB","","Nanya"
"Nanya DDR2 Server 4GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111107020411","4GB","","Nanya"
"Nanya DDR2 Server 4GB PC2-3200R 400HZ  DRAM Memory Module ECC REG","osst-20111107020608","4GB","","Nanya"
"Nanya DDR2 Server 4GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107020925","4GB","","Nanya"
"Nanya DDR2 Server 4GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107021144","4GB","","Nanya"
"Nanya DDR2 Server 4GB PC2-6400F 800MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107021329","4GB","","Nanya"
"Micron DDR2 Server 4GB PC2-6400F 800MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107021643","4GB","","Blank"
"Micron DDR2 Server 4GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107021909","4GB","","Blank"
"Micron DDR2 Server 4GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107022045","4GB","","Blank"
"Micron DDR2 Server 4GB PC2-3200R 400HZ  DRAM Memory Module ECC REG","osst-20111107022234","4GB","","Blank"
"Micron DDR2 Server 4GB PC2-4200R 533HZ  DRAM Memory Module ECC REG","osst-20111107022741","4GB","","Blank"
"Micron DDR2 Server 4GB PC2-5300R 533MHZ  DRAM Memory Module ECC REG","osst-20111107022924","4GB","","Blank"
"Micron DDR2 Server 4GB PC2-6400R 800MHZ  DRAM Memory Module ECC REG","osst-20111107023118","4GB","","Blank"
"Infineon DDR2 Server 4GB PC2-6400R 800MHZ  DRAM Memory Module ECC REG","osst-20111107023403","4GB","","Blank"
"Infineon DDR2 Server 4GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111107023938","4GB","","Blank"
"Infineon DDR2 Server 4GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111107024137","4GB","","Blank"
"Infineon DDR2 Server 4GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20111107024329","4GB","","Blank"
"Infineon DDR2 Server 4GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107024552","4GB","","Blank"
"Infineon DDR2 Server 4GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107024757","4GB","","Blank"
"Infineon DDR2 Server 4GB PC2-6400F 800MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107024938","4GB","","Blank"
"DDR2 Server 4GB PC2-6400R 800Mhz ECC REG DRAM RAM Memory Moudle 240Pin","osst-20111107025157","4GB","PC2-6400 / 800Mhz",""
"Hynix DDR2 Server 4GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107025427","4GB","","Blank"
"Hynix DDR2 Server 4GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107025553","4GB","","Blank"
"Hynix DDR2 Server 4GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20111107025746","4GB","","Blank"
"Hynix DDR2 Server 4GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111107030039","4GB","","Blank"
"Hynix DDR2 Server 4GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111107030203","4GB","","Blank"
"Hynix DDR2 Server 4GB PC2-6400R 800MHZ  DRAM Memory Module ECC REG","osst-20111107030326","4GB","","Blank"
"ELPIDA DDR2 Server 4GB PC2-6400R 800MHZ  DRAM Memory Module ECC REG","osst-20111107030533","4GB","","Blank"
"ELPIDA DDR2 Server 4GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111107030841","4GB","","Blank"
"ELPIDA DDR2 Server 4GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111107032704","4GB","","Blank"
"ELPIDA DDR2 Server 4GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20111107032842","4GB","","Blank"
"ELPIDA DDR2 Server 4GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107033024","4GB","","Blank"
"ELPIDA DDR2 Server 4GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107033246","4GB","","Blank"
"DDR2 FB-Dimm FBDimm Server PC2-6400F 800Mhz 4GB DRAM RAM Memory Moudle 240pin","osst-20111107033516","4GB","PC2-6400 / 800Mhz",""
"Nanya DDR2 Server 512MB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111107042242","512MB","","Nanya"
"Nanya DDR2 Server 512MB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111107042419","512MB","","Nanya"
"Nanya DDR2 Server 512MB PC2-5300E 667MHZ  DRAM Memory Module ECC ","osst-20111107042920","512MB","","Nanya"
"Nanya DDR2 Server 512MB PC2-4200E 533MHZ  DRAM Memory Module ECC ","osst-20111107043204","512MB","","Nanya"
"Nanya DDR2 Server 512MB PC2-3200E 400MHZ  DRAM Memory Module ECC ","osst-20111107043341","512MB","","Nanya"
"Nanya DDR2 Server 512MB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107044019","512MB","","Nanya"
"Micron DDR2 Server 512MB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107044252","512MB","","Blank"
"Micron DDR2 Server 512MB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107060236","512MB","","Blank"
"Micron DDR2 Server 512MB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111107073827","512MB","","Blank"
"Micron DDR2 Server 512MB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111107074009","512MB","","Blank"
"Micron DDR2 Server 512MB PC2-3200E 400MHZ  DRAM Memory Module ECC","osst-20111107074305","512MB","","Blank"
"Micron DDR2 Server 512MB PC2-4200E 533MHZ  DRAM Memory Module ECC","osst-20111107074821","512MB","","Blank"
"Micron DDR2 Server 512MB PC2-5300E 667MHZ  DRAM Memory Module ECC","osst-20111107075016","512MB","","Blank"
"Infineon DDR2 Server 512MB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111107075444","512MB","","Blank"
"Infineon DDR2 Server 512MB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111107075604","512MB","","Blank"
"Infineon DDR2 Server 512MB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107075834","512MB","","Blank"
"Infineon DDR2 Server 512MB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107080127","512MB","","Blank"
"Infineon DDR2 Server 512MB PC2-3200E 400MHZ  DRAM Memory Module ECC","osst-20111107080259","512MB","","Blank"
"Infineon DDR2 Server 512MB PC2-4200E 533MHZ  DRAM Memory Module ECC","osst-20111107080536","512MB","","Blank"
"Infineon DDR2 Server 512MB PC2-5300E 667MHZ  DRAM Memory Module ECC","osst-20111107080657","512MB","","Blank"
"Hynix DDR2 Server 512MB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111107080926","512MB","","Blank"
"Hynix DDR2 Server 512MB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111107081042","512MB","","Blank"
"Hynix DDR2 Server 512MB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107081212","512MB","","Blank"
"Hynix DDR2 Server 512MB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111107081523","512MB","","Blank"
"Hynix DDR2 Server 512MB PC2-5300E 667MHZ  DRAM Memory Module ECC ","osst-20111107081920","512MB","","Blank"
"Hynix DDR2 Server 512MB PC2-4200E 533MHZ  DRAM Memory Module ECC ","osst-20111107082129","512MB","","Blank"
"Hynix DDR2 Server 512MB PC2-3200E 400MHZ  DRAM Memory Module ECC ","osst-20111107082308","512MB","","Blank"
"Elpida DDR2 Server 512MB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111108023605","512MB","","Blank"
"Elpida DDR2 Server 512MB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111108023719","512MB","","Blank"
"Elpida DDR2 Server 512MB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm  FBD","osst-20111108025304","512MB","","Blank"
"Elpida DDR2 Server 512MB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm  FBD","osst-20111108025545","512MB","","Blank"
"Elpida DDR2 Server 512MB PC2-5300E 667MHZ  DRAM Memory Module ECC","osst-20111108025824","512MB","","Blank"
"Elpida DDR2 Server 512MB PC2-4200E 533MHZ  DRAM Memory Module ECC","osst-20111108030251","512MB","","Blank"
"Elpida DDR2 Server 512MB PC2-3200E 400MHZ  DRAM Memory Module ECC","osst-20111108030423","512MB","","Blank"
"Samsung DDR2 Server 512MB PC2-4200F 533MHZ  DRAM Memory Module FBD","osst-20111110020204","512MB","","Blank"
"Nanya DDR2 Server 512MB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD","osst-20111110020459","512MB","","Nanya"
"SpecTek DDR2 4GB 4096MB PC2-5300s 667MHz Sodimm So-Dimm DRAM Memory Module 200pin Laptop Notebook","osst-20130102032335","4GB","PC2-5300 / 667Mhz","SpecTek"
"SpecTek DDR2 4GB 4096MB PC2-4200s 533MHz Sodimm So-Dimm DRAM Memory Module 200pin Laptop Notebook","osst-20130102091422","4GB","PC2-4200 / 533Mhz","SpecTek"
"SpecTek DDR2 4GB 4096MB PC2-6400s 800MHz Sodimm So-Dimm DRAM Memory Module 200pin Laptop Notebook","osst-20130102092640","4GB","PC2-6400 / 800Mhz","SpecTek"
"SpecTek DDR2 4GB PC2-4200S 533MHz DRAM Lodimm Lo-Dimm Desktop Memory Module 240pin","osst-20130102095416","4GB","PC2-4200 / 533Mhz","SpecTek"
"SpecTek DDR2 4GB PC2-5300S 667MHz DRAM Lodimm Lo-Dimm Desktop Memory Module 240pin","osst-20130102100407","4GB","PC2-5300 / 667Mhz","SpecTek"
"SpecTek DDR2 4GB PC2-6400S 800MHz DRAM Lodimm Lo-Dimm Desktop Memory Module 240pin","osst-20130102101929","4GB","PC2-6400 / 800Mhz","SpecTek"
