"name","sku","price","meta_description","meta_keyword","meta_title","qty"
"Maxtor 3.5"" 320GB 5400 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","osst-20120321091041","72.0000","Maxtor 3.5"" 320GB 5400 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","Maxtor 3.5"" 320GB 5400 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","Maxtor 3.5"" 320GB 5400 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","59.0000"
"New Maxtor 3.5"" 320GB 5400 RPM 16MB SATA Serial-ATA Hard Disk Driver Desktop PC","osst-20120321091327","82.0000","New Maxtor 3.5"" 320GB 5400 RPM 16MB SATA Serial-ATA Hard Disk Driver Desktop PC","New Maxtor 3.5"" 320GB 5900 RPM 32MB SATA Serial-ATA Hard Disk Driver Desktop PC","New Maxtor 3.5"" 320GB 5900 RPM 32MB SATA Serial-ATA Hard Disk Driver Desktop PC","59.0000"
"New Maxtor 3.5"" 320GB 7200 RPM 16MB or 32MB SATA Serial-ATA Hard Disk Driver Desktop","osst-20120321091601","88.0000","New Maxtor 3.5"" 320GB 7200 RPM 16MB or 32MB SATA Serial-ATA Hard Disk Driver Desktop","New Maxtor 3.5"" 320GB 7200 RPM 16/32MB SATA Serial-ATA Hard Disk Driver Desktop","New Maxtor 3.5"" 320GB 7200 RPM 16/32MB SATA Serial-ATA Hard Disk Driver Desktop","59.0000"
"New Maxtor 3.5"" 400GB 5400 RPM 16MB SATA Serial-ATA Hard Disk Driver Desktop PC","osst-20120321091937","78.0000","New Maxtor 3.5"" 400GB 5400 RPM 16MB SATA Serial-ATA Hard Disk Driver Desktop PC","New Maxtor 3.5"" 400GB 5400 RPM 16MB SATA Serial-ATA Hard Disk Driver Desktop PC","New Maxtor 3.5"" 400GB 5400 RPM 16MB SATA Serial-ATA Hard Disk Driver Desktop PC","59.0000"
"Maxtor 3.5"" 400GB 5400 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","osst-20120321092217","68.0000","Maxtor 3.5"" 400GB 5400 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","Maxtor 3.5"" 400GB 5400 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","Maxtor 3.5"" 400GB 5400 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","59.0000"
"New Maxtor 3.5"" 400GB 7200 RPM 16MB or 32MB SATA Serial-ATA Hard Disk Driver Desktop","osst-20120321092521","85.0000","New Maxtor 3.5"" 400GB 7200 RPM 16MB or 32MB SATA Serial-ATA Hard Disk Driver Desktop","New Maxtor 3.5"" 400GB 7200 RPM 16/32MB SATA Serial-ATA Hard Disk Driver Desktop","New Maxtor 3.5"" 400GB 7200 RPM 16/32MB SATA Serial-ATA Hard Disk Driver Desktop","59.0000"
"Maxtor 3.5"" 400GB 7200 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","osst-20120321093135","75.0000","Maxtor 3.5"" 400GB 7200 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","Maxtor 3.5"" 400GB 7200 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","Maxtor 3.5"" 400GB 7200 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","59.0000"
"Maxtor 3.5"" 500GB 7200 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","osst-20120321093830","75.0000","Maxtor 3.5"" 500GB 7200 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","Maxtor 3.5"" 500GB 7200 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","Maxtor 3.5"" 500GB 7200 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","59.0000"
"Maxtor 3.5"" 500GB 5400 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","osst-20120321094212","68.0000","Maxtor 3.5"" 500GB 5400 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","Maxtor 3.5"" 500GB 5400 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","Maxtor 3.5"" 500GB 5400 RPM 8MB SATA Serial-ATA Hard Disk Driver Desktop PC","59.0000"
"New Maxtor 3.5"" 500GB 7200 RPM 16MB or 32MB SATA Serial-ATA Hard Disk Driver Desktop","osst-20120321094616","85.0000","New Maxtor 3.5"" 500GB 7200 RPM 16MB or 32MB SATA Serial-ATA Hard Disk Driver Desktop","New Maxtor 3.5"" 500GB 7200 RPM 16/32MB SATA Serial-ATA Hard Disk Driver Desktop","New Maxtor 3.5"" 500GB 7200 RPM 16/32MB SATA Serial-ATA Hard Disk Driver Desktop","59.0000"
