store,websites,attribute_set,type,category_ids,has_options,sku,name,product_name,meta_title,meta_description,meta_keyword,meta_keyword,screensize,weight,price,gift_message_available,url_key,url_path,custom_design,options_container,image_label,small_image_label,thumbnail_label,page_layout,model_number,part_number,resolution,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,special_price,msrp,status,visibility,enable_googlecheckout,brand,is_recurring,custom_layout_update,mobile_description,special_from_date,special_to_date,custom_design_from,custom_design_to,news_from_date,news_to_date,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,store_id,product_type_id,product_status_changed,product_changed_websites,Type:radio:1:0,Type:drop_down:1:0,Color:drop_down:1:0,Condition of Module:radio:1:0,Type:checkbox:1:0,Color:drop_down:1:1,Type:radio:1:2,Color:radio:1:1,Color:radio:1:0,Touch Key:radio:1:1
admin,"base,eu,ca,uk,cn,hk,se,fr,at,za,ru,jp,nz,de,pl,mobile",Cell_Mobile_LCD,simple,"3,13,118,196,198,219,275,286",1,osst-20110301025714,"3.5"" TFT LCD Display Panel Screen Replacement for apple iphone 3G 8GB 16GB Replacement","3.5"" TFT LCD Display Panel Screen Replacement for apple iphone 3G 8GB 16GB Replacement","3.5"" TFT LCD Display Panel Screen Replacement for apple iphone 3G 8GB 16GB Replacement","3.5"" TFT LCD Display Panel Screen Replacement for apple iphone 3G 8GB 16GB Replacement","3.5"" TFT LCD Display Panel Screen Replacement for apple iphone 3G 8GB 16GB Replacement","3.5"" TFT LCD Display Panel Screen Replacement for apple iphone 3G 8GB 16GB Replacement","3.5"" ",101,18.5,No,apple-iphone-3g-3-5-tft-lcd-display-panel-screen-8gb-16gb-oem,apple-iphone-3g-3-5-tft-lcd-display-panel-screen-8gb-16gb-oem.html,,Block after Info Column,,,,No layout updates,,,480 X 320, ,Use config,Use config,,,Enabled,"Catalog, Search",Yes,,No,,,,,,,,,98,0,1,1,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,0,simple,,,Normal:fixed:0.0000::1|A+(similar as original):fixed:25.0000::2,,,,,,,,,
