store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_keyword,meta_description,screensize,gift_message_available,url_key,url_path,custom_design,options_container,image_label,small_image_label,thumbnail_label,page_layout,model_number,part_number,resolution,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,price,weight,special_price,msrp,status,visibility,enable_googlecheckout,brand,condition,is_recurring,custom_layout_update,mobile_description,special_from_date,special_to_date,custom_design_from,custom_design_to,news_from_date,news_to_date,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,Type:radio:1:0,Type:drop_down:1:0,Color:drop_down:1:0,Condition of Module:radio:1:0,Type:checkbox:1:0,Color:drop_down:1:1,Type:radio:1:2,Color:radio:1:1,Color:radio:1:0,Touch Key:radio:1:1,
admin,"base,eu,ca,uk,cn,hk,se,fr,at,za,ru,jp,nz,de,pl,mobile",Cell_Mobile_LCD,simple,"13,199,301",osst-20130903062436,1,"3.2"" LCD Touch Digitizer Glass Screen Panel Replacement for Sony Xperia Tipo ST21i Replacement","3.2"" LCD Touch Digitizer Glass Screen Panel Replacement for Sony Xperia Tipo ST21i Replacement","3.2"" LCD Touch Digitizer Glass Screen Panel Replacement for Sony Xperia Tipo ST21i Replacement","3.2"" LCD Touch Digitizer Glass Screen Panel Replacement for Sony Xperia Tipo ST21i Replacement","3.2"" LCD Touch Digitizer Glass Screen Panel Replacement for Sony Xperia Tipo ST21i Replacement",No,lcd-touch-digitizer-glass-screen-panel-for-sony-xperia-tipo-st21i-replacement,lcd-touch-digitizer-glass-screen-panel-for-sony-xperia-tipo-st21i-replacement-25267.html,,Block after Info Column,,,,No layout updates,See Label,See Label,,,Use config,Use config,9.5,101,,,Enabled,"Catalog, Search",Yes,,New & Unused,No,,,,,,,,,30,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,"3.2"" LCD Touch Digitizer Glass Screen Panel Replacement for Sony Xperia Tipo ST21i Replacement",0,simple,,,Normal:fixed:0.0000::1|A+(similar as original):fixed:15.0000::2,,,,,,,,,,
