name,price,qty,sku,condition,weight,memory_capacity,memory_card_brand,memory_speed
Qimonda DDR2 1GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110511102343,New & Unused,51,1GB,Qimonda / Infineon,PC2-5300 / 667MHz
Qimonda DDR2 1GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110521033135,New & Unused,51,1GB,Qimonda / Infineon,PC2-5300 / 667MHz
Qimonda DDR2 1GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110511093440,New & Unused,51,1GB,Qimonda / Infineon,PC2-5300 / 667MHz
Qimonda DDR2 1GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110521031401,New & Unused,51,1GB,Qimonda / Infineon,PC2-5300 / 667MHz
Qimonda DDR2 Server 1GB PC2-5300E 667MHZ  DRAM Memory Module ECC ,22,59,osst-20111028080827,New & Unused,99,1GB,Qimonda / Infineon,PC2-5300 / 667MHz
Qimonda DDR2 Server 1GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD ,22,59,osst-20111028083124,New & Unused,99,1GB,Qimonda / Infineon,PC2-5300 / 667MHz
Qimonda DDR2 Server 1GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG,22,59,osst-20111028080005,New & Unused,99,1GB,Qimonda / Infineon,PC2-5300 / 667MHz
Samsung DDR2 1GB 1024MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20101229054443,New & Unused,51,1GB,Samsung,PC2-5300 / 667MHZ
Samsung DDR2 1GB 1024MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20101229054433,New & Unused,51,1GB,Samsung,PC2-5300 / 667MHZ
Samsung DDR2 1GB 1024MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110520102512,New & Unused,51,1GB,Samsung,PC2-5300 / 667MHZ
Samsung DDR2 1GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110520103537,New & Unused,51,1GB,Samsung,PC2-5300 / 667MHZ
Samsung DDR2 Server 1GB PC2-5300E 667MHZ  DRAM Memory Module ECC,22,59,osst-20110909025438,New & Unused,99,1GB,Samsung,PC2-5300 / 667MHZ
Samsung DDR2 Server 1GB PC2-5300F 667MHZ  DRAM Memory Module FBD,22,59,osst-20110909044927,New & Unused,99,1GB,Samsung,PC2-5300 / 667MHZ
Samsung DDR2 Server 1GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG,22,59,osst-20110909040618,New & Unused,99,1GB,Samsung,PC2-5300 / 667MHZ
Elixir DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110510080536,New & Unused,51,1GB,Elixir,PC2-6400 / 800MHz
Elixir DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110524031546,New & Unused,51,1GB,Elixir,PC2-6400 / 800MHz
Elixir DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110511033946,New & Unused,51,1GB,Elixir,PC2-6400 / 800MHz
Elixir DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110524041505,New & Unused,51,1GB,Elixir,PC2-6400 / 800MHz
Elpida DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110524015800,New & Unused,51,1GB,ELPIDA,PC2-6400 / 800MHz
Elpida DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110506035411,New & Unused,51,1GB,ELPIDA,PC2-6400 / 800MHz
Elpida DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110524024255,New & Unused,51,1GB,ELPIDA,PC2-6400 / 800MHz
Hynix DDR2 1GB 1024MB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20101223054266,New & Unused,51,1GB,Hynix,PC2-6400 / 800MHz
Hynix DDR2 1GB 1024MB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110520043022,New & Unused,51,1GB,Hynix,PC2-6400 / 800MHz
Hynix DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110520041019,New & Unused,51,1GB,Hynix,PC2-6400 / 800MHz
Infineon DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110512021918,New & Unused,51,1GB,Qimonda / Infineon,PC2-6400 / 800MHz
Infineon DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110521033122,New & Unused,51,1GB,Qimonda / Infineon,PC2-6400 / 800MHz
Infineon DDR2 1GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110511083015,New & Unused,51,1GB,Qimonda / Infineon,PC2-6400 / 800MHz
Infineon DDR2 1GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110519082406,New & Unused,51,1GB,Qimonda / Infineon,PC2-6400 / 800MHz
Micron DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110509025548,New & Unused,51,1GB,Micron,PC2-6400 / 800MHz
Micron DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110523034437,New & Unused,51,1GB,Micron,PC2-6400 / 800MHz
Micron DDR2 1GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110507045137,New & Unused,51,1GB,Micron,PC2-6400 / 800MHz
Micron DDR2 1GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110523031619,New & Unused,51,1GB,Micron,PC2-6400 / 800MHz
Nanya DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110119055606,New & Unused,51,1GB,Nanya,PC2-6400 / 800MHz
Nanya DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110524032456,New & Unused,51,1GB,Nanya,PC2-6400 / 800MHz
Nanya DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110511035131,New & Unused,51,1GB,Nanya,PC2-6400 / 800MHz
Nanya DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110524041356,New & Unused,51,1GB,Nanya,PC2-6400 / 800MHz
Qimonda DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110511102607,New & Unused,51,1GB,Qimonda / Infineon,PC2-6400 / 800MHz
Qimonda DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110521033430,New & Unused,51,1GB,Qimonda / Infineon,PC2-6400 / 800MHz
Qimonda DDR2 1GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110511093631,New & Unused,51,1GB,Qimonda / Infineon,PC2-6400 / 800MHz
Qimonda DDR2 1GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110521031613,New & Unused,51,1GB,Qimonda / Infineon,PC2-6400 / 800MHz
Samsung DDR2 1GB 1024MB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20101229054444,New & Unused,51,1GB,Samsung,PC2-6400 / 800MHZ
Samsung DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20101229054434,New & Unused,51,1GB,Samsung,PC2-6400 / 800MHZ
Samsung DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110520102707,New & Unused,51,1GB,Samsung,PC2-6400 / 800MHZ
Samsung DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110520103707,New & Unused,51,1GB,Samsung,PC2-6400 / 800MHZ
Elixir DDR1 1GB 1024MB PC 2700S 333MHz Lodimm Desktop Memory DRAM 184pin,35,59,osst-20110510072006,New & Unused,51,1GB,Elixir,PC-2700 / 333MHz
Elixir DDR1 1GB PC 2700S 333MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110510022915,New & Unused,51,1GB,Elixir,PC-2700 / 333MHz
Elpida DDR1 1GB 1024MB PC 2700S 333MHz Lodimm Desktop Memory DRAM 184pin,35,59,osst-20110318073311,New & Unused,51,1GB,ELPIDA,PC-2700 / 333MHz
Elpida DDR1 1GB PC 2700S 333MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110506024238,New & Unused,51,1GB,ELPIDA,PC-2700 / 333MHz
Elpida DDR1 1GB PC 2700E 333Mhz Server DRAM Memory Module ECC ,38,59,osst-20110908033105,New & Unused,99,1GB,ELPIDA,PC-2700 / 333MHz
Elpida DDR1 1GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG ,38,59,osst-20110908034159,New & Unused,99,1GB,ELPIDA,PC-2700 / 333MHz
Hynix DDR1 1GB PC 2700S 333MHz Lodimm Desktop Memory DRAM 184pin,35,59,osst-20110505074049,New & Unused,51,1GB,Hynix,PC-2700 / 333MHz
Hynix DDR1 1GB PC 2700E 333Mhz Server DRAM Memory Module ECC,38,59,osst-20110903084733,New & Unused,99,1GB,Hynix,PC-2700 / 333MHz
Hynix DDR1 1GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG,38,59,osst-20110905023227,New & Unused,99,1GB,Hynix,PC-2700 / 333MHz
Infineon DDR1 1GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG,38,59,osst-20110908023112,New & Unused,99,1GB,Qimonda / Infineon,PC-2700 / 333Mhz
Infineon DDR1 1GB PC 2700S 333MHz Lodimm Desktop Memory DRAM 184pin ,35,59,osst-20110511100355,New & Unused,51,1GB,Qimonda / Infineon,PC-2700 / 333Mhz
Infineon DDR1 1GB PC 2700S 333MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110511074140,New & Unused,51,1GB,Qimonda / Infineon,PC-2700 / 333Mhz
Infineon DDR1 1GB PC 2700E 333Mhz Server DRAM Memory Module ECC,38,59,osst-20110906084931,New & Unused,99,1GB,Qimonda / Infineon,PC-2700 / 333Mhz
Micron DDR1 1GB PC 2700S 333MHz Lodimm Desktop Memory DRAM 184pin,35,59,osst-20110509023456,New & Unused,51,1GB,Micron,PC-2700 / 333MHz
Micron DDR1 1GB PC 2700S 333MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110507042403,New & Unused,51,1GB,Micron,PC-2700 / 333MHz
Micron DDR1 1GB PC 2700E 333Mhz Server DRAM Memory Module ECC,38,59,osst-20110905084128,New & Unused,99,1GB,Micron,PC-2700 / 333MHz
Micron DDR1 1GB PC 2700R  333Mhz Server DRAM Memory Module ECC REG,38,59,osst-20110905074555,New & Unused,99,1GB,Micron,PC-2700 / 333MHz
Nanya DDR1 1GB 1024MB PC 2700S 333MHz Lodimm Desktop Memory DRAM 184pin,35,59,osst-20110119055598,New & Unused,51,1GB,Nanya,PC-2700 / 333MHz
Nanya DDR1 1GB PC 2700E 333Mhz Server DRAM Memory Module ECC ,38,59,osst-20110908032212,New & Unused,99,1GB,Nanya,PC-2700 / 333MHz
Nanya DDR1 1GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG,38,59,osst-20110908025920,New & Unused,99,1GB,Nanya,PC-2700 / 333MHz
Nanya DDR1 1GB PC 2700S 333MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110119055590,New & Unused,51,1GB,Nanya,PC-2700 / 333MHz
Qimonda DDR1 1GB PC 2700S 333MHz Lodimm Desktop Memory DRAM 184pin ,35,59,osst-20110511100907,New & Unused,51,1GB,Qimonda / Infineon,PC-2700 / 333MHz
Qimonda DDR1 1GB PC 2700S 333MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110511074401,New & Unused,51,1GB,Qimonda / Infineon,PC-2700 / 333MHz
Qimonda DDR1 1GB PC 2700E 333Mhz Server DRAM Memory Module ECC,38,59,osst-20110906083621,New & Unused,99,1GB,Qimonda / Infineon,PC-2700 / 333MHz
Qimonda DDR1 1GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG,38,59,osst-20110906060051,New & Unused,99,1GB,Qimonda / Infineon,PC-2700 / 333MHz
Samsung DDR1 1GB 1024MB PC 2700S 333MHz Lodimm Desktop Memory DRAM 184pin,35,59,osst-20101229054410,New & Unused,51,1GB,Samsung,PC-2700 / 333MHZ
Samsung DDR1 1GB 1024MB PC 2700S 333MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20101229054411,New & Unused,51,1GB,Samsung,PC-2700 / 333MHZ
Samsung DDR1 1GB PC 2700E 333MHz Server DRAM Memory Module ECC,38,59,osst-20110803080129,New & Unused,99,1GB,Samsung,PC-2700 / 333MHZ
elixir DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,9.5,59,osst-20110124034111,New & Unused,51,1GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,18.5,59,osst-20110519034002,New & Unused,51,1GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,9.5,59,osst-20110517021417,New & Unused,51,1GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,18.5,59,osst-20110519030720,New & Unused,51,1GB,Elixir,PC3-10600 / 1333MHz
Elpida DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,9.5,59,osst-20101229054385,New & Unused,51,1GB,ELPIDA,PC3-10600 / 1333MHz
Elpida DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,9.5,59,osst-20101229054379,New & Unused,51,1GB,ELPIDA,PC3-10600 / 1333MHz
Elpida DDR3 1GB PC3-10600E 1333MHZ Server DRAM Memory ECC,25,59,osst-20110908031508,New & Unused,99,1GB,ELPIDA,PC3-10600 / 1333MHz
Elpida DDR3 1GB PC3-10600R 1333 MHZ Server RAM DRAM ECC REG,25,59,osst-20110908083716,New & Unused,99,1GB,ELPIDA,PC3-10600 / 1333MHz
Hynix DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin ,18.5,59,osst-20110518103335,New & Unused,51,1GB,Hynix,PC3-10600 / 1333MHz
Hynix DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,18.5,59,osst-20110518100006,New & Unused,51,1GB,Hynix,PC3-10600 / 1333MHz
Hynix DDR3 1GB 1024MB PC3-10600U 10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,9.5,59,osst-20101223054297,New & Unused,51,1GB,Hynix,PC3-10600 / 1333MHz
Hynix DDR3 1GB PC3-10600E 1333MHZ  Server DRAM Memory ECC,25,59,osst-20110919025348,New & Unused,99,1GB,Hynix,PC3-10600 / 1333MHz
Hynix DDR3 1GB PC3-10600E 1333MHZ Server RAM Dram ECC REG,25,59,osst-20110919023222,New & Unused,99,1GB,Hynix,PC3-10600 / 1333MHz
Micron DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,9.5,59,osst-20101229054569,New & Unused,51,1GB,Micron,PC3-10600 / 1333MHz
Micron DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,9.5,59,osst-20101229054563,New & Unused,51,1GB,Micron,PC3-10600 / 1333MHz
Micron DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,18.5,59,osst-20110519020625,New & Unused,51,1GB,Micron,PC3-10600 / 1333MHz
Micron DDR3 1GB PC3-10600 1333MHZ Server RAM Dram ECC REG,25,59,osst-20110916083429,New & Unused,99,1GB,Micron,PC3-10600 / 1333MHz
Micron DDR3 1GB PC3-10600E 1333MHZ  Server DRAM Memory ECC,25,59,osst-20110916083050,New & Unused,99,1GB,Micron,PC3-10600 / 1333MHz
Nanya DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,9.5,59,osst-20110119055640,New & Unused,51,1GB,Nanya,PC3-10600 / 1333MHz
Nanya DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,18.5,59,osst-20110519033342,New & Unused,51,1GB,Nanya,PC3-10600 / 1333MHz
Nanya DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,9.5,59,osst-20110517015742,New & Unused,51,1GB,Nanya,PC3-10600 / 1333MHz
Nanya DDR3 1GB PC3-10600E 1333MHZ  Server DRAM Memory ECC,25,59,osst-20110916100137,New & Unused,99,1GB,Nanya,PC3-10600 / 1333MHz
Nanya DDR3 1GB PC3-10600E 1333MHZ Server RAM Dram ECC REG,25,59,osst-20110919022537,New & Unused,99,1GB,Nanya,PC3-10600 / 1333MHz
Nanya DDR3 1GB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,18.5,59,osst-20110519030222,New & Unused,51,1GB,Nanya,PC3-10600 / 1333MHz
Qimonda  DDR3 1GB PC3-10600E 1333MHZ  Server DRAM Memory ECC,25,59,osst-20110920085852,New & Unused,99,1GB,Qimonda / Infineon,PC3-10600 / 1333MHz
Qimonda DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,9.5,59,osst-20110517022919,New & Unused,51,1GB,Qimonda / Infineon,PC3-10600 / 1333MHz
Qimonda DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,18.5,59,osst-20110518084511,New & Unused,51,1GB,Qimonda / Infineon,PC3-10600 / 1333MHz
Qimonda DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,9.5,59,osst-20110517022033,New & Unused,51,1GB,Qimonda / Infineon,PC3-10600 / 1333MHz
Qimonda DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,18.5,59,osst-20110518083605,New & Unused,51,1GB,Qimonda / Infineon,PC3-10600 / 1333MHz
Qimonda DDR3 1GB PC3-10600E 1333MHZ Server RAM Dram ECC REG,25,59,osst-20110920090610,New & Unused,99,1GB,Qimonda / Infineon,PC3-10600 / 1333MHz
Samsung DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,9.5,59,osst-20101229054480,New & Unused,51,1GB,Samsung,PC3-10600 / 1333MHZ
Samsung DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,18.5,59,osst-20110518073335,New & Unused,51,1GB,Samsung,PC3-10600 / 1333MHZ
Samsung DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,9.5,59,osst-20101229054474,New & Unused,51,1GB,Samsung,PC3-10600 / 1333MHZ
Samsung DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,18.5,59,osst-20110518034501,New & Unused,51,1GB,Samsung,PC3-10600 / 1333MHZ
Samsung DDR3 1GB PC3-10600 1333 Server RAM Dram ECC REG,25,59,osst-20110906074611,New & Unused,99,1GB,Samsung,PC3-10600 / 1333MHZ
Samsung DDR3 1GB PC3-10600E 1333MHZ  Server DRAM Memory ECC,25,59,osst-20110906073456,New & Unused,99,1GB,Samsung,PC3-10600 / 1333MHZ
Elixir DDR1 1GB 1024MB PC 3200S 400MHz Lodimm Desktop Memory DRAM 184pin,35,59,osst-20110510072128,New & Unused,51,1GB,Elixir,PC-3200 / 400MHz
Elixir DDR1 1GB PC 3200S 400MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110510083955,New & Unused,51,1GB,Elixir,PC-3200 / 400MHz
Elpida DDR1 1GB 1024MB PC 3200S 400MHz Lodimm Desktop Memory DRAM 184pin,38,59,osst-20101229054330,New & Unused,51,1GB,ELPIDA,PC-3200 / 400MHz
Elpida DDR1 1GB PC 3200S 400MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110506024641,New & Unused,51,1GB,ELPIDA,PC-3200 / 400MHz
Hynix DDR1 1GB PC 3200S 3200U 400MHz Lodimm Desktop Memory DRAM 184pin,38,59,osst-20101223054250,New & Unused,51,1GB,Hynix,PC-3200 / 400MHz
Hynix DDR1 1GB PC 3200S 400MHz Sodimm Laptop Memory DRAM 200pin,45,59,osst-20110505074339,New & Unused,51,1GB,Hynix,PC-3200 / 400MHz
Infineon DDR1 1GB PC 3200R 400Mhz Server DRAM Memory Module ECC REG,38,59,osst-20110908023401,New & Unused,99,1GB,Qimonda / Infineon,PC-3200 / 400Mhz
Infineon DDR1 1GB PC 3200S 400MHz Lodimm Desktop Memory DRAM 184pin ,35,59,osst-20110511100522,New & Unused,51,1GB,Qimonda / Infineon,PC-3200 / 400Mhz
Infineon DDR1 1GB PC 3200S 400MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110511074623,New & Unused,51,1GB,Qimonda / Infineon,PC-3200 / 400Mhz
Infineon DDR1 1GB PC 3200E 400Mhz Server DRAM Memory Module ECC,38,59,osst-20110906084416,New & Unused,99,1GB,Qimonda / Infineon,PC-3200 / 400Mhz
Micron DDR1 1GB PC 3200S 400MHz Lodimm Desktop Memory DRAM 184pin,35,59,osst-20110509023705,New & Unused,51,1GB,Micron,PC-3200 / 400MHz
Micron DDR1 1GB PC 3200S 400MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110507042615,New & Unused,51,1GB,Micron,PC-3200 / 400MHz
Micron DDR1 1GB PC 3200E 400Mhz Server DRAM Memory Module ECC,38,59,osst-20110905084420,New & Unused,99,1GB,Micron,PC-3200 / 400MHz
Micron DDR1 1GB PC 3200R  400Mhz Server DRAM Memory Module ECC REG,38,59,osst-20110905074732,New & Unused,99,1GB,Micron,PC-3200 / 400MHz
Nanya DDR1 1GB 1024MB PC 3200S 400MHz Lodimm Desktop Memory DRAM 184pin,35,59,osst-20110119055599,New & Unused,51,1GB,Nanya,PC-3200 / 400MHz
Nanya DDR1 1GB PC 3200S 400MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110509073059,New & Unused,51,1GB,Nanya,PC-3200 / 400MHz
Qimonda DDR1 1GB PC 3200S 400MHz Lodimm Desktop Memory DRAM 184pin ,35,59,osst-20110511100700,New & Unused,51,1GB,Qimonda / Infineon,PC-3200 / 400MHz
Qimonda DDR1 1GB PC 3200S 400MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110511074846,New & Unused,51,1GB,Qimonda / Infineon,PC-3200 / 400MHz
Qimonda DDR1 1GB PC 3200E 400Mhz Server DRAM Memory Module ECC,38,59,osst-20110906083800,New & Unused,99,1GB,Qimonda / Infineon,PC-3200 / 400MHz
Qimonda DDR1 1GB PC 3200R 400Mhz Server DRAM Memory Module ECC REG,38,59,osst-20110906055525,New & Unused,99,1GB,Qimonda / Infineon,PC-3200 / 400MHz
Samsung DDR1 1GB 1024MB PC 3200S 400MHz Lodimm Desktop Memory DRAM 184pin,35,59,osst-20101229054419,New & Unused,51,1GB,Samsung,PC-3200 / 400MHZ
Samsung DDR1 1GB PC 3200S 400MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110507024907,New & Unused,51,1GB,Samsung,PC-3200 / 400MHZ
Samsung DDR1 1GB PC 3200E 400MHz Server DRAM Memory Module ECC,38,59,osst-20110803080618,New & Unused,99,1GB,Samsung,PC-3200 / 400MHZ
elixir DDR3 1GB 1024MB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin,9.5,59,osst-20110124033619,New & Unused,51,1GB,Elixir,PC3-8500 / 1066MHz
elixir DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook,9.5,59,osst-20110517021217,New & Unused,51,1GB,Elixir,PC3-8500 / 1066MHz
elixir DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook,18.5,59,osst-20110519030440,New & Unused,51,1GB,Elixir,PC3-8500 / 1066MHz
Elpida DDR3 1GB 1024MB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin,9.5,59,osst-20101229054384,New & Unused,51,1GB,ELPIDA,PC3-8500 / 1066MHz
Elpida DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook,9.5,59,osst-20101229054378,New & Unused,51,1GB,ELPIDA,PC3-8500 / 1066MHz
Elpida DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook,18.5,59,osst-20110519022915,New & Unused,51,1GB,ELPIDA,PC3-8500 / 1066MHz
Elpida DDR3 1GB PC3-8500E 1066MHZ Server DRAM Memory ECC,25,59,osst-20110908085402,New & Unused,99,1GB,ELPIDA,PC3-8500 / 1066MHz
Elpida DDR3 1GB PC3-8500R 1066MHZ  Server RAM DRAM ECC REG,25,59,osst-20110908082828,New & Unused,99,1GB,ELPIDA,PC3-8500 / 1066MHz
Hynix DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook,9.5,59,osst-20110513065435,New & Unused,51,1GB,Hynix,PC3-8500 / 1066MHz
Hynix DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook,18.5,59,osst-20110518100450,New & Unused,51,1GB,Hynix,PC3-8500 / 1066MHz
Hynix DDR3 1GB 1024MB PC3-8500U 8500S 1066MHz Lodimm Desktop Memory DRAM 240pin ,9.5,59,osst-20101223054296,New & Unused,51,1GB,Hynix,PC3-8500 / 1066MHz
Hynix DDR3 1GB PC3-8500 1066MHZ Server RAM Dram ECC REG,25,59,osst-20110919025713,New & Unused,99,1GB,Hynix,PC3-8500 / 1066MHz
Hynix DDR3 1GB PC3-8500E 1066MHZ Server DRAM Memory ECC,25,59,osst-20110919024640,New & Unused,99,1GB,Hynix,PC3-8500 / 1066MHz
Micron DDR3 1GB 1024MB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin,9.5,59,osst-20101229054568,New & Unused,51,1GB,Micron,PC3-8500 / 1066MHz
Micron DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook,9.5,59,osst-20101229054562,New & Unused,51,1GB,Micron,PC3-8500 / 1066MHz
Micron DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook,18.5,59,osst-20110519020234,New & Unused,51,1GB,Micron,PC3-8500 / 1066MHz
Micron DDR3 1GB PC3-8500 1066 Server RAM Dram ECC REG,25,59,osst-20110916084221,New & Unused,99,1GB,Micron,PC3-8500 / 1066MHz
Micron DDR3 1GB PC3-8500E 1066MHZ Server DRAM Memory ECC,25,59,osst-20110916081806,New & Unused,99,1GB,Micron,PC3-8500 / 1066MHz
